split,seed,task_id,setting,delta_vs_free,free_failure_type,reuse_failure_type,free_error,reuse_error
test,714,apps_test_test_4017,reuse_full,both_passed,passed,passed,,
test,714,apps_test_test_4018,reuse_prompt,rescued_by_reuse,empty_or_missing_patch,passed,Case 1 produced different output.,
test,714,apps_test_test_4018,reuse_routing,both_failed,empty_or_missing_patch,empty_or_missing_patch,Case 1 produced different output.,Case 1 produced different output.
test,714,apps_test_test_4018,reuse_full,both_failed,empty_or_missing_patch,empty_or_missing_patch,Case 1 produced different output.,Case 1 produced different output.
test,714,apps_test_test_4020,reuse_prompt,both_passed,passed,passed,,
test,714,apps_test_test_4020,reuse_routing,both_passed,passed,passed,,
test,714,apps_test_test_4020,reuse_full,both_passed,passed,passed,,
test,714,apps_test_test_4021,reuse_prompt,both_passed,passed,passed,,
test,714,apps_test_test_4021,reuse_routing,both_passed,passed,passed,,
test,714,apps_test_test_4021,reuse_full,both_passed,passed,passed,,
test,714,apps_test_test_4022,reuse_prompt,both_passed,passed,passed,,
test,714,apps_test_test_4022,reuse_routing,both_passed,passed,passed,,
test,714,apps_test_test_4022,reuse_full,both_passed,passed,passed,,
